op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,9884.989,7011.151,0.062,224.000,199.828,336.141,671.859,1612.000
enc-1st-layernorm,1121.670,3620.702,224.000,448.000,0.000,224.125,0.000,1792.000
enc-attention-qkv,31154.096,15219.688,280.000,896.000,73.500,672.000,672.000,2016.000
enc-attention-score,2538.306,3379.214,560.000,1344.000,0.000,896.000,896.000,1960.000
enc-attention-softmax,2067.447,2720.755,1344.000,1344.000,0.000,896.000,0.000,2688.000
enc-attention-dropout,3375.131,2825.177,1344.000,1344.000,0.000,1344.000,0.000,3584.000
enc-attention-context,1995.182,4096.210,1344.000,448.000,0.000,56.000,56.000,1064.000
enc-attention-dense,9025.258,4174.870,448.000,616.014,24.500,224.000,0.000,672.000
enc-post-attention-dropout,2299.446,1291.782,616.014,392.000,0.000,336.000,224.000,978.000
enc-2nd-layernorm,1079.959,3379.500,392.000,616.000,0.000,224.125,0.000,1792.000
enc-MLP-GEMM-1,18454.236,20203.769,616.000,616.014,98.000,224.000,0.000,896.000
enc-MLP-gelu,610.358,1138.663,616.014,616.000,0.000,224.000,0.000,978.000
enc-MLP-GEMM-2,23893.189,15457.004,616.000,616.014,98.000,224.000,0.000,896.000
enc-post-MLP-dropout,2314.544,1291.931,616.014,392.000,0.000,336.000,224.000,978.000
final-layernorm,1761.675,2575.213,392.000,392.000,0.000,448.125,0.000,896.000
gpt-post-process,39258.945,37305.993,392.000,168.000,171.828,786.203,393.797,0.000
