op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,9315.145,8143.228,0.062,224.000,371.656,336.141,671.859,2060.000
enc-1st-layernorm,1132.786,3707.910,224.000,448.000,0.000,224.125,0.000,1792.000
enc-attention-qkv,28998.441,30489.510,448.000,560.000,147.000,336.000,336.000,1232.000
enc-attention-score,5118.424,6674.308,560.000,2128.000,0.000,1792.000,1792.000,3920.000
enc-attention-softmax,3899.354,5147.028,2128.000,2128.000,0.000,1792.000,0.000,5376.000
enc-attention-dropout,6489.825,5644.399,2128.000,2128.000,0.000,2688.000,0.000,7168.000
enc-attention-context,3836.620,8047.402,2128.000,336.000,0.000,112.000,112.000,2128.000
enc-attention-dense,12871.242,8107.764,336.000,448.014,49.000,224.000,0.000,784.000
enc-post-attention-dropout,2385.885,1291.573,448.014,224.000,0.000,336.000,224.000,978.000
enc-2nd-layernorm,1091.439,3381.014,224.000,448.000,0.000,224.125,0.000,1792.000
enc-MLP-GEMM-1,38118.148,37025.619,448.000,672.027,196.000,448.000,0.000,1568.000
enc-MLP-gelu,1218.528,2261.370,672.027,672.000,0.000,448.000,0.000,1904.000
enc-MLP-GEMM-2,42199.522,31934.601,672.000,448.014,196.000,224.000,0.000,1120.000
enc-post-MLP-dropout,2332.854,1292.318,448.014,224.000,0.000,336.000,224.000,978.000
final-layernorm,1776.934,2611.327,224.000,224.000,0.000,448.125,0.000,896.000
gpt-post-process,80833.387,82972.896,224.000,0.000,343.656,1572.203,785.797,0.000
