op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,546.694,721.878,0.016,8.000,28.547,12.035,27.965,66.000
enc-1st-layernorm,72.670,127.584,8.000,16.000,0.000,8.031,11.969,72.000
enc-attention-qkv,1176.184,199.914,10.000,32.000,1.500,24.500,23.500,76.000
enc-attention-score,132.608,226.158,20.000,80.000,0.000,64.000,64.000,128.000
enc-attention-softmax,151.116,190.896,80.000,80.000,0.000,64.000,0.000,192.000
enc-attention-dropout,235.718,211.126,80.000,80.000,0.000,96.000,0.000,256.000
enc-attention-context,118.613,228.071,80.000,16.000,0.000,2.000,0.000,64.000
enc-attention-dense,508.320,112.402,16.000,22.002,0.500,8.500,0.000,36.000
enc-post-attention-dropout,95.534,96.995,22.002,14.000,0.000,12.000,8.000,72.000
enc-2nd-layernorm,74.542,126.225,14.000,22.000,0.000,8.031,11.969,72.000
enc-MLP-GEMM-1,120.556,570.768,22.000,22.002,2.000,8.000,12.000,36.000
enc-MLP-gelu,57.483,129.449,22.002,22.000,0.000,8.000,12.000,68.000
enc-MLP-GEMM-2,521.314,125.170,22.000,22.002,2.000,8.000,12.000,36.000
enc-post-MLP-dropout,103.891,90.379,22.002,14.000,0.000,12.000,8.000,72.000
final-layernorm,101.757,571.513,14.000,14.000,0.000,16.031,3.969,36.000
gpt-post-process,4004.622,2726.263,14.000,6.000,24.547,196.426,101.574,0.000
