op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1862.520,3150.421,0.031,40.000,323.125,60.070,119.930,562.000
enc-1st-layernorm,151.616,522.083,40.000,80.000,0.000,40.062,0.000,320.000
enc-attention-qkv,1913.613,3073.430,80.000,100.000,18.750,60.000,40.000,220.000
enc-attention-score,1250.875,1930.588,100.000,572.000,0.000,512.000,512.000,1084.000
enc-attention-softmax,1155.001,1460.016,572.000,572.000,0.000,512.000,0.000,1536.000
enc-attention-dropout,1892.036,1619.399,572.000,572.000,0.000,768.000,0.000,2048.000
enc-attention-context,1138.234,2154.672,572.000,60.000,0.000,20.000,20.000,572.000
enc-attention-dense,1558.626,546.312,60.000,80.005,6.250,40.000,0.000,140.000
enc-post-attention-dropout,447.851,237.924,80.005,40.000,0.000,60.000,40.000,240.000
enc-2nd-layernorm,140.953,501.877,40.000,80.000,0.000,40.062,0.000,320.000
enc-MLP-GEMM-1,2312.464,3231.144,80.000,120.010,25.000,80.000,0.000,280.000
enc-MLP-gelu,225.270,419.784,120.010,120.000,0.000,80.000,0.000,400.000
enc-MLP-GEMM-2,3128.737,2358.586,120.000,80.005,25.000,40.000,0.000,200.000
enc-post-MLP-dropout,424.415,238.043,80.005,40.000,0.000,60.000,40.000,240.000
final-layernorm,267.792,591.803,40.000,40.000,0.000,80.062,0.000,160.000
gpt-post-process,51388.431,36614.305,40.000,0.000,313.125,2004.102,1001.898,0.000
