op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,529.802,2196.366,0.008,10.000,323.125,15.018,24.982,354.000
enc-1st-layernorm,75.281,142.002,10.000,20.000,0.000,10.016,0.000,80.000
enc-attention-qkv,1405.561,459.939,15.000,40.000,18.750,30.000,0.000,0.000
enc-attention-score,311.679,590.181,30.000,148.000,0.000,128.000,128.000,276.000
enc-attention-softmax,293.285,396.186,148.000,148.000,0.000,128.000,0.000,384.000
enc-attention-dropout,461.984,411.642,148.000,148.000,0.000,192.000,0.000,512.000
enc-attention-context,335.455,582.653,148.000,20.000,0.000,5.000,15.000,128.000
enc-attention-dense,518.346,133.002,20.000,25.005,6.250,10.000,0.000,50.000
enc-post-attention-dropout,115.901,93.865,25.005,15.000,0.000,15.000,15.000,80.000
enc-2nd-layernorm,73.564,146.854,15.000,25.000,0.000,10.016,0.000,80.000
enc-MLP-GEMM-1,563.705,902.331,25.000,35.010,25.000,20.000,0.000,70.000
enc-MLP-gelu,61.560,137.562,35.010,35.000,0.000,20.000,0.000,160.000
enc-MLP-GEMM-2,931.162,526.494,35.000,25.005,25.000,10.000,0.000,50.000
enc-post-MLP-dropout,115.639,89.020,25.005,15.000,0.000,15.000,15.000,80.000
final-layernorm,76.699,376.165,15.000,15.000,0.000,10.016,0.000,40.000
gpt-post-process,12997.580,8777.553,15.000,5.000,313.125,502.025,251.975,0.000
