op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,4740.995,5213.606,0.031,112.000,371.656,168.070,335.930,1120.000
enc-1st-layernorm,589.514,1763.856,112.000,224.000,0.000,112.062,0.000,896.000
enc-attention-qkv,14206.928,15120.673,224.000,280.000,147.000,168.000,112.000,616.000
enc-attention-score,2531.910,3356.737,280.000,1064.000,0.000,896.000,896.000,1960.000
enc-attention-softmax,2060.628,2603.441,1064.000,1064.000,0.000,896.000,0.000,2688.000
enc-attention-dropout,3324.592,2827.597,1064.000,1064.000,0.000,1344.000,0.000,3584.000
enc-attention-context,1986.593,4124.248,1064.000,168.000,0.000,56.000,56.000,1064.000
enc-attention-dense,6540.126,3993.613,168.000,224.014,49.000,112.000,0.000,392.000
enc-post-attention-dropout,1193.142,650.150,224.014,112.000,0.000,168.000,112.000,530.000
enc-2nd-layernorm,563.747,1633.286,112.000,224.000,0.000,112.062,0.000,896.000
enc-MLP-GEMM-1,18459.302,17966.360,224.000,336.027,196.000,224.000,0.000,784.000
enc-MLP-gelu,612.015,1137.316,336.027,336.000,0.000,224.000,0.000,980.000
enc-MLP-GEMM-2,20047.230,16075.182,336.000,224.014,196.000,112.000,0.000,560.000
enc-post-MLP-dropout,1160.979,649.887,224.014,112.000,0.000,168.000,112.000,530.000
final-layernorm,920.767,1224.631,112.000,112.000,0.000,224.062,0.000,448.000
gpt-post-process,39643.645,33925.992,112.000,0.000,343.656,786.102,393.898,0.000
