op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,491.756,681.198,0.008,4.000,53.094,6.018,13.982,70.000
enc-1st-layernorm,67.788,122.672,4.000,8.000,0.000,4.016,0.000,20.000
enc-attention-qkv,650.346,168.085,6.000,16.000,3.000,12.000,12.000,32.000
enc-attention-score,132.287,221.705,12.000,72.000,0.000,64.000,64.000,128.000
enc-attention-softmax,151.789,202.185,72.000,72.000,0.000,64.000,0.000,192.000
enc-attention-dropout,236.022,209.928,72.000,72.000,0.000,96.000,0.000,256.000
enc-attention-context,116.932,229.275,72.000,8.000,0.000,2.000,0.000,64.000
enc-attention-dense,342.685,114.441,8.000,10.002,1.000,4.000,0.000,20.000
enc-post-attention-dropout,95.159,90.206,10.002,6.000,0.000,6.000,0.000,36.000
enc-2nd-layernorm,71.549,115.359,6.000,10.000,0.000,4.016,0.000,40.000
enc-MLP-GEMM-1,120.884,377.673,10.000,14.004,4.000,8.000,0.000,36.000
enc-MLP-gelu,55.540,118.303,14.004,14.000,0.000,8.000,12.000,68.000
enc-MLP-GEMM-2,361.538,117.815,14.000,10.002,4.000,4.000,0.000,20.000
enc-post-MLP-dropout,94.497,88.549,10.002,6.000,0.000,6.000,0.000,36.000
final-layernorm,77.504,375.366,6.000,6.000,0.000,4.016,0.000,20.000
gpt-post-process,3925.246,2492.529,6.000,2.000,49.094,196.400,101.600,0.000
