op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,529.802,2196.366,0.008,10.000,323.125,15.018,24.982,354.000
enc-1st-layernorm,75.281,142.002,10.000,20.000,0.000,10.016,0.000,80.000
enc-attention-qkv,486.392,875.866,20.000,25.000,18.750,15.000,21.000,50.000
enc-attention-score,311.679,590.181,25.000,143.000,0.000,128.000,128.000,276.000
enc-attention-softmax,293.285,396.186,143.000,143.000,0.000,128.000,0.000,384.000
enc-attention-dropout,461.984,411.642,143.000,143.000,0.000,192.000,0.000,512.000
enc-attention-context,335.455,582.653,143.000,15.000,0.000,5.000,15.000,128.000
enc-attention-dense,515.121,136.179,15.000,20.005,6.250,10.000,0.000,50.000
enc-post-attention-dropout,115.901,93.865,20.005,10.000,0.000,15.000,15.000,80.000
enc-2nd-layernorm,73.564,146.854,10.000,20.000,0.000,10.016,0.000,80.000
enc-MLP-GEMM-1,567.168,911.736,20.000,30.010,25.000,20.000,0.000,70.000
enc-MLP-gelu,61.560,137.562,30.010,30.000,0.000,20.000,0.000,160.000
enc-MLP-GEMM-2,909.799,527.436,30.000,20.005,25.000,10.000,0.000,40.000
enc-post-MLP-dropout,115.639,89.020,20.005,10.000,0.000,15.000,15.000,80.000
final-layernorm,76.699,376.165,10.000,10.000,0.000,10.016,0.000,40.000
gpt-post-process,12997.580,8777.553,10.000,0.000,313.125,502.025,251.975,0.000
