op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,650.358,1389.295,0.008,10.000,166.562,15.018,34.982,208.000
enc-1st-layernorm,71.877,146.550,10.000,20.000,0.000,10.016,0.000,80.000
enc-attention-qkv,315.166,804.847,20.000,17.500,9.375,7.500,12.500,30.000
enc-attention-score,176.394,249.714,17.500,76.500,0.000,64.000,64.000,148.000
enc-attention-softmax,218.624,196.820,76.500,76.500,0.000,64.000,0.000,192.000
enc-attention-dropout,235.736,212.938,76.500,76.500,0.000,96.000,0.000,256.000
enc-attention-context,132.090,265.855,76.500,12.500,0.000,2.500,0.000,84.000
enc-attention-dense,574.523,143.462,12.500,20.005,3.125,10.000,0.000,30.000
enc-post-attention-dropout,117.558,137.788,20.005,10.000,0.000,15.000,15.000,80.000
enc-2nd-layernorm,76.687,142.336,10.000,20.000,0.000,10.016,0.000,80.000
enc-MLP-GEMM-1,287.116,759.643,20.000,20.005,12.500,10.000,0.000,40.000
enc-MLP-gelu,54.401,123.483,20.005,20.000,0.000,10.000,0.000,80.000
enc-MLP-GEMM-2,746.489,263.625,20.000,20.005,12.500,10.000,0.000,40.000
enc-post-MLP-dropout,115.430,97.197,20.005,10.000,0.000,15.000,15.000,80.000
final-layernorm,68.396,406.063,10.000,10.000,0.000,10.016,0.000,40.000
gpt-post-process,6825.662,4886.478,10.000,0.000,156.562,250.525,127.475,0.000
