op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1750.582,4822.743,0.062,80.000,636.250,120.000,240.000,964.000
enc-1st-layernorm,281.161,1009.941,80.000,160.000,0.000,80.125,0.000,640.000
enc-attention-qkv,8530.903,7355.666,160.000,320.000,37.500,240.000,240.000,800.000
enc-attention-score,5089.331,7504.547,320.000,2208.000,0.000,2048.000,2048.000,4336.000
enc-attention-softmax,4480.886,6096.703,2208.000,2208.000,0.000,2048.000,0.000,6144.000
enc-attention-dropout,7382.840,6447.351,2208.000,2208.000,0.000,3072.000,0.000,8192.000
enc-attention-context,4319.769,8672.351,2208.000,160.000,0.000,80.000,80.000,2288.000
enc-attention-dense,2612.406,2294.791,160.000,160.005,12.500,80.000,0.000,320.000
enc-post-attention-dropout,900.668,509.477,160.005,80.000,0.000,120.000,80.000,400.000
enc-2nd-layernorm,284.165,1087.308,80.000,160.000,0.000,80.125,0.000,640.000
enc-MLP-GEMM-1,9831.053,8226.913,160.000,400.020,50.000,320.000,0.000,1040.000
enc-MLP-gelu,880.295,1609.254,400.020,400.000,0.000,320.000,0.000,1360.000
enc-MLP-GEMM-2,9763.616,8541.524,400.000,160.005,50.000,80.000,0.000,560.000
enc-post-MLP-dropout,873.083,468.630,160.005,80.000,0.000,120.000,80.000,400.000
final-layernorm,533.897,714.022,80.000,80.000,0.000,160.125,0.000,320.000
gpt-post-process,10000000.000,10000000.000,80.000,0.000,626.250,10000000.000,10000000.000,10000000.000
