op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,439.721,469.249,0.016,8.000,54.000,12.035,7.965,90.000
enc-1st-layernorm,53.042,127.757,8.000,16.000,0.000,8.031,0.000,72.000
enc-attention-qkv,183.767,356.340,16.000,20.000,3.000,13.000,31.000,32.000
enc-attention-score,101.405,167.900,20.000,140.000,0.000,128.000,128.000,256.000
enc-attention-softmax,93.621,144.380,140.000,140.000,0.000,128.000,0.000,384.000
enc-attention-dropout,151.110,98.783,140.000,140.000,0.000,192.000,0.000,512.000
enc-attention-context,109.822,143.129,140.000,12.000,0.000,4.000,0.000,148.000
enc-attention-dense,307.310,110.632,12.000,16.002,1.000,8.000,0.000,36.000
enc-post-attention-dropout,105.655,83.268,16.002,8.000,0.000,12.000,8.000,68.000
enc-2nd-layernorm,53.006,112.152,8.000,16.000,0.000,8.031,0.000,72.000
enc-MLP-GEMM-1,97.382,330.323,16.000,24.004,4.000,16.000,0.000,68.000
enc-MLP-gelu,49.889,114.727,24.004,24.000,0.000,16.000,0.000,128.000
enc-MLP-GEMM-2,315.136,108.701,24.000,16.002,4.000,8.000,0.000,52.000
enc-post-MLP-dropout,107.312,81.736,16.002,8.000,0.000,12.000,8.000,68.000
final-layernorm,81.557,359.899,8.000,8.000,0.000,16.031,3.969,36.000
gpt-post-process,2049.512,1235.282,8.000,0.000,50.000,400.051,199.949,0.000
