op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,889.969,1262.009,0.031,40.000,323.125,60.070,119.930,562.000
enc-1st-layernorm,54.580,143.445,40.000,80.000,0.000,40.062,0.000,320.000
enc-attention-qkv,325.495,866.061,80.000,100.000,18.750,60.000,52.000,220.000
enc-attention-score,197.703,381.905,100.000,572.000,0.000,512.000,512.000,1084.000
enc-attention-softmax,339.741,557.065,572.000,572.000,0.000,512.000,0.000,1536.000
enc-attention-dropout,576.860,378.311,572.000,572.000,0.000,768.000,0.000,2048.000
enc-attention-context,206.321,361.449,572.000,60.000,0.000,20.000,20.000,572.000
enc-attention-dense,618.309,107.485,60.000,80.005,6.250,40.000,0.000,140.000
enc-post-attention-dropout,147.599,75.614,80.005,40.000,0.000,60.000,40.000,294.000
enc-2nd-layernorm,54.520,142.527,40.000,80.000,0.000,40.062,0.000,320.000
enc-MLP-GEMM-1,327.641,900.960,80.000,120.010,25.000,80.000,0.000,280.000
enc-MLP-gelu,89.741,139.940,120.010,120.000,0.000,80.000,0.000,454.000
enc-MLP-GEMM-2,855.815,277.275,120.000,80.005,25.000,40.000,0.000,200.000
enc-post-MLP-dropout,148.207,75.078,80.005,40.000,0.000,60.000,40.000,294.000
final-layernorm,113.910,340.629,40.000,40.000,0.000,80.062,0.000,160.000
gpt-post-process,10468.090,6756.169,40.000,0.000,313.125,2004.102,1001.898,0.000
