op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,470.233,976.968,0.016,20.000,323.125,30.035,0.000,314.000
enc-1st-layernorm,50.074,117.654,20.000,40.000,0.000,20.031,0.000,160.000
enc-attention-qkv,194.436,498.581,40.000,50.000,18.750,30.000,32.000,110.000
enc-attention-score,101.483,198.281,50.000,286.000,0.000,256.000,256.000,542.000
enc-attention-softmax,175.053,280.041,286.000,286.000,0.000,256.000,0.000,768.000
enc-attention-dropout,293.481,191.659,286.000,286.000,0.000,384.000,0.000,1024.000
enc-attention-context,107.729,190.854,286.000,30.000,0.000,10.000,10.000,286.000
enc-attention-dense,410.581,101.423,30.000,40.005,6.250,20.000,0.000,70.000
enc-post-attention-dropout,98.085,73.111,40.005,20.000,0.000,30.000,20.000,160.000
enc-2nd-layernorm,50.741,100.362,20.000,40.000,0.000,20.031,0.000,160.000
enc-MLP-GEMM-1,165.820,482.422,40.000,60.010,25.000,40.000,0.000,140.000
enc-MLP-gelu,47.129,106.084,60.010,60.000,0.000,40.000,0.000,294.000
enc-MLP-GEMM-2,487.548,141.269,60.000,40.005,25.000,20.000,0.000,100.000
enc-post-MLP-dropout,100.845,71.603,40.005,20.000,0.000,30.000,20.000,160.000
final-layernorm,79.226,338.048,20.000,20.000,0.000,40.031,0.000,80.000
gpt-post-process,5478.901,3524.607,20.000,0.000,313.125,1002.051,501.949,0.000
