op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,2358.264,2043.360,0.031,112.000,378.000,168.070,335.930,1046.000
enc-1st-layernorm,146.693,418.711,112.000,224.000,0.000,112.062,0.000,896.000
enc-attention-qkv,2525.949,3365.433,224.000,280.000,147.000,168.000,112.000,616.000
enc-attention-score,329.530,685.424,280.000,1064.000,0.000,896.000,896.000,1960.000
enc-attention-softmax,587.094,966.144,1064.000,1064.000,0.000,896.000,0.000,2688.000
enc-attention-dropout,1005.578,657.839,1064.000,1064.000,0.000,1344.000,0.000,3584.000
enc-attention-context,386.822,635.231,1064.000,168.000,0.000,56.000,56.000,1064.000
enc-attention-dense,1837.134,514.537,168.000,224.014,49.000,112.000,0.000,392.000
enc-post-attention-dropout,395.721,161.773,224.014,112.000,0.000,168.000,112.000,582.000
enc-2nd-layernorm,149.542,421.172,112.000,224.000,0.000,112.062,0.000,896.000
enc-MLP-GEMM-1,2943.212,3552.771,224.000,336.027,196.000,224.000,0.000,784.000
enc-MLP-gelu,222.093,337.636,336.027,336.000,0.000,224.000,0.000,1030.000
enc-MLP-GEMM-2,4117.566,2331.102,336.000,224.014,196.000,112.000,0.000,560.000
enc-post-MLP-dropout,402.725,161.535,224.014,112.000,0.000,168.000,112.000,582.000
final-layernorm,322.998,331.891,112.000,112.000,0.000,224.062,0.000,448.000
gpt-post-process,6732.696,5978.954,112.000,0.000,350.000,800.102,399.898,0.000
