op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,623.322,631.332,0.008,10.000,166.562,15.018,34.982,198.000
enc-1st-layernorm,50.980,88.185,10.000,20.000,0.000,10.016,0.000,80.000
enc-attention-qkv,158.691,409.430,20.000,17.500,9.375,7.500,44.500,0.000
enc-attention-score,81.760,137.639,17.500,76.500,0.000,64.000,64.000,128.000
enc-attention-softmax,76.753,76.371,76.500,76.500,0.000,64.000,0.000,192.000
enc-attention-dropout,77.873,51.540,76.500,76.500,0.000,96.000,0.000,256.000
enc-attention-context,90.253,119.317,76.500,12.500,0.000,2.500,0.000,64.000
enc-attention-dense,335.890,91.594,12.500,20.005,3.125,10.000,0.000,30.000
enc-post-attention-dropout,94.306,66.036,20.005,10.000,0.000,15.000,15.000,80.000
enc-2nd-layernorm,51.230,91.302,10.000,20.000,0.000,10.016,0.000,80.000
enc-MLP-GEMM-1,87.947,335.157,20.000,20.005,12.500,10.000,0.000,40.000
enc-MLP-gelu,42.838,96.065,20.005,20.000,0.000,10.000,0.000,80.000
enc-MLP-GEMM-2,347.322,92.822,20.000,20.005,12.500,10.000,0.000,40.000
enc-post-MLP-dropout,88.406,65.219,20.005,10.000,0.000,15.000,15.000,80.000
final-layernorm,51.135,217.974,10.000,10.000,0.000,10.016,0.000,40.000
gpt-post-process,1709.855,1271.874,10.000,0.000,156.562,250.525,127.475,0.000
