op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1303.077,1565.504,0.062,80.000,166.562,120.141,239.859,654.000
enc-1st-layernorm,97.907,261.521,80.000,160.000,0.000,80.125,0.000,640.000
enc-attention-qkv,322.992,871.783,160.000,140.000,9.375,60.000,12.000,260.000
enc-attention-score,197.470,381.017,140.000,612.000,0.000,512.000,512.000,1084.000
enc-attention-softmax,338.793,553.465,612.000,612.000,0.000,512.000,0.000,1536.000
enc-attention-dropout,576.568,377.941,612.000,612.000,0.000,768.000,0.000,2048.000
enc-attention-context,206.983,362.098,612.000,100.000,0.000,20.000,20.000,572.000
enc-attention-dense,617.266,95.505,100.000,160.005,3.125,80.000,0.000,260.000
enc-post-attention-dropout,278.068,117.910,160.005,80.000,0.000,120.000,80.000,454.000
enc-2nd-layernorm,98.497,261.843,80.000,160.000,0.000,80.125,0.000,640.000
enc-MLP-GEMM-1,319.749,901.622,160.000,160.005,12.500,80.000,0.000,320.000
enc-MLP-gelu,83.649,133.699,160.005,160.000,0.000,80.000,0.000,454.000
enc-MLP-GEMM-2,857.973,270.599,160.000,160.005,12.500,80.000,0.000,320.000
enc-post-MLP-dropout,278.556,117.588,160.005,80.000,0.000,120.000,80.000,454.000
final-layernorm,208.908,327.289,80.000,80.000,0.000,160.125,0.000,320.000
gpt-post-process,10576.773,6802.255,80.000,0.000,156.562,2004.203,1001.797,0.000
