op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1026.833,2063.543,0.031,112.000,728.000,168.000,336.000,1172.000
enc-1st-layernorm,148.028,420.696,112.000,224.000,0.000,112.062,0.000,896.000
enc-attention-qkv,5411.792,4384.118,224.000,448.000,294.000,336.000,336.000,896.000
enc-attention-score,658.357,1354.414,448.000,2016.000,0.000,1792.000,1792.000,3920.000
enc-attention-softmax,1159.716,1926.243,2016.000,2016.000,0.000,1792.000,0.000,5376.000
enc-attention-dropout,2000.600,1310.325,2016.000,2016.000,0.000,2688.000,0.000,7168.000
enc-attention-context,776.732,1285.446,2016.000,224.000,0.000,112.000,112.000,2128.000
enc-attention-dense,1434.845,1382.351,224.000,224.014,98.000,112.000,0.000,448.000
enc-post-attention-dropout,416.833,161.880,224.014,112.000,0.000,168.000,112.000,582.000
enc-2nd-layernorm,156.796,428.945,112.000,224.000,0.000,112.062,0.000,896.000
enc-MLP-GEMM-1,5967.081,4665.160,224.000,560.055,392.000,448.000,0.000,1456.000
enc-MLP-gelu,533.414,655.043,560.055,560.000,0.000,448.000,0.000,1932.000
enc-MLP-GEMM-2,5859.429,5122.054,560.000,224.014,392.000,112.000,0.000,784.000
enc-post-MLP-dropout,420.332,163.025,224.014,112.000,0.000,168.000,112.000,582.000
final-layernorm,332.242,338.632,112.000,112.000,0.000,224.062,0.000,448.000
gpt-post-process,12878.036,9408.313,112.000,0.000,700.000,1600.102,799.898,0.000
