op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,751.042,1906.055,0.062,80.000,636.250,120.000,240.000,964.000
enc-1st-layernorm,98.765,264.269,80.000,160.000,0.000,80.125,0.000,640.000
enc-attention-qkv,1706.326,1312.351,160.000,320.000,37.500,240.000,240.000,800.000
enc-attention-score,848.150,1419.091,320.000,2208.000,0.000,2048.000,2048.000,4336.000
enc-attention-softmax,1316.303,2198.374,2208.000,2208.000,0.000,2048.000,0.000,6144.000
enc-attention-dropout,2296.847,1496.416,2208.000,2208.000,0.000,3072.000,0.000,8192.000
enc-attention-context,781.339,1489.550,2208.000,160.000,0.000,80.000,80.000,2288.000
enc-attention-dense,325.644,314.671,160.000,160.005,12.500,80.000,0.000,320.000
enc-post-attention-dropout,289.828,118.041,160.005,80.000,0.000,120.000,80.000,454.000
enc-2nd-layernorm,104.374,265.843,80.000,160.000,0.000,80.125,0.000,640.000
enc-MLP-GEMM-1,1355.135,1216.400,160.000,400.020,50.000,320.000,0.000,1040.000
enc-MLP-gelu,368.345,469.744,400.020,400.000,0.000,320.000,0.000,1416.000
enc-MLP-GEMM-2,1404.923,1390.737,400.000,160.005,50.000,80.000,0.000,560.000
enc-post-MLP-dropout,297.260,118.989,160.005,80.000,0.000,120.000,80.000,454.000
final-layernorm,226.909,378.513,80.000,80.000,0.000,160.125,0.000,320.000
gpt-post-process,40768.129,24340.886,80.000,0.000,626.250,8016.203,4007.797,0.000
