op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,384.182,357.389,0.008,4.000,29.000,6.018,13.982,46.000
enc-1st-layernorm,49.531,99.164,4.000,8.000,0.000,4.016,0.000,20.000
enc-attention-qkv,181.234,312.114,8.000,7.000,1.500,3.000,31.000,4.000
enc-attention-score,91.040,152.469,7.000,37.000,0.000,32.000,32.000,66.000
enc-attention-softmax,83.750,80.705,37.000,37.000,0.000,32.000,0.000,96.000
enc-attention-dropout,56.249,56.261,37.000,37.000,0.000,48.000,0.000,128.000
enc-attention-context,103.974,130.230,37.000,5.000,0.000,1.000,1.000,54.000
enc-attention-dense,234.914,110.424,5.000,8.002,0.500,4.000,16.000,2.000
enc-post-attention-dropout,103.664,76.729,8.002,4.000,0.000,6.000,0.000,36.000
enc-2nd-layernorm,53.322,106.597,4.000,8.000,0.000,4.016,0.000,20.000
enc-MLP-GEMM-1,103.283,265.610,8.000,8.002,2.000,4.000,0.000,20.000
enc-MLP-gelu,48.560,109.476,8.002,8.000,0.000,4.000,0.000,20.000
enc-MLP-GEMM-2,239.259,111.657,8.000,8.002,2.000,4.000,0.000,20.000
enc-post-MLP-dropout,97.418,76.723,8.002,4.000,0.000,6.000,0.000,36.000
final-layernorm,54.348,234.580,4.000,4.000,0.000,4.016,0.000,20.000
gpt-post-process,852.752,527.233,4.000,0.000,25.000,100.025,49.975,0.000
