op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,868.863,2534.610,0.125,160.000,1272.500,200.000,440.000,1430.000
enc-1st-layernorm,115.824,403.523,160.000,320.000,0.000,160.125,0.000,640.000
enc-attention-qkv,2571.183,2735.955,320.000,640.000,75.000,480.000,480.000,640.000
enc-attention-score,1864.374,2881.896,640.000,4416.000,0.000,4096.000,4096.000,480.000
enc-attention-softmax,11988.503,16296.345,4416.000,4416.000,0.000,4096.000,4096.000,8192.000
enc-attention-dropout,3246.880,2628.219,4416.000,4416.000,0.000,5120.000,0.000,8192.000
enc-attention-context,1544.619,3402.889,4416.000,320.000,0.000,160.000,160.000,4256.000
enc-attention-dense,658.536,865.442,320.000,320.010,25.000,160.000,0.000,320.000
enc-post-attention-dropout,409.877,204.045,320.010,160.000,0.000,200.000,160.000,454.000
enc-2nd-layernorm,117.385,407.618,160.000,320.000,0.000,160.125,0.000,640.000
enc-MLP-GEMM-1,3032.589,2776.361,320.000,800.039,100.000,640.000,0.000,800.000
enc-MLP-gelu,406.218,770.998,800.039,800.000,0.000,640.000,0.000,1416.000
enc-MLP-GEMM-2,2755.708,2938.801,800.000,320.010,100.000,160.000,0.000,800.000
enc-post-MLP-dropout,407.082,203.747,320.010,160.000,0.000,200.000,160.000,454.000
final-layernorm,253.463,385.273,160.000,160.000,0.000,320.125,0.000,320.000
gpt-post-process,49159.640,33836.001,160.000,0.000,1252.500,8016.203,0.000,0.000
