op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,348.330,847.197,0.016,20.000,333.125,25.018,74.982,354.000
enc-1st-layernorm,35.954,92.477,20.000,40.000,0.000,20.016,0.000,80.000
enc-attention-qkv,166.595,389.332,40.000,35.000,18.750,15.000,33.000,20.000
enc-attention-score,84.513,168.127,35.000,153.000,0.000,128.000,128.000,20.000
enc-attention-softmax,384.945,531.447,153.000,153.000,0.000,128.000,128.000,256.000
enc-attention-dropout,107.640,90.969,153.000,153.000,0.000,160.000,0.000,256.000
enc-attention-context,94.086,143.373,153.000,25.000,0.000,5.000,0.000,128.000
enc-attention-dense,308.448,112.426,25.000,40.010,6.250,20.000,0.000,20.000
enc-post-attention-dropout,80.842,68.641,40.010,20.000,0.000,25.000,35.000,80.000
enc-2nd-layernorm,38.481,96.881,20.000,40.000,0.000,20.016,0.000,80.000
enc-MLP-GEMM-1,99.832,362.605,40.000,40.010,25.000,20.000,0.000,40.000
enc-MLP-gelu,35.131,97.489,40.010,40.000,0.000,20.000,0.000,80.000
enc-MLP-GEMM-2,316.638,124.949,40.000,40.010,25.000,20.000,0.000,40.000
enc-post-MLP-dropout,71.925,67.538,40.010,20.000,0.000,25.000,35.000,80.000
final-layernorm,39.393,218.934,20.000,20.000,0.000,20.016,0.000,40.000
gpt-post-process,2063.638,1704.174,20.000,0.000,313.125,250.525,1.475,0.000
