op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,367.981,1206.917,0.016,20.000,646.250,25.018,74.982,668.000
enc-1st-layernorm,38.224,90.736,20.000,40.000,0.000,20.016,0.000,80.000
enc-attention-qkv,996.339,202.489,30.000,80.000,37.500,60.000,0.000,0.000
enc-attention-score,109.267,225.967,60.000,296.000,0.000,256.000,256.000,30.000
enc-attention-softmax,757.569,1037.455,296.000,296.000,0.000,256.000,256.000,512.000
enc-attention-dropout,208.855,168.943,296.000,296.000,0.000,320.000,0.000,512.000
enc-attention-context,111.049,204.694,296.000,40.000,0.000,10.000,10.000,266.000
enc-attention-dense,407.350,117.469,40.000,50.010,12.500,20.000,0.000,0.000
enc-post-attention-dropout,81.670,71.877,50.010,30.000,0.000,25.000,35.000,80.000
enc-2nd-layernorm,40.162,98.431,30.000,50.000,0.000,20.016,0.000,80.000
enc-MLP-GEMM-1,166.106,532.883,50.000,70.020,50.000,40.000,0.000,0.000
enc-MLP-gelu,34.273,102.329,70.020,70.000,0.000,40.000,0.000,160.000
enc-MLP-GEMM-2,508.219,165.111,70.000,50.010,50.000,20.000,0.000,0.000
enc-post-MLP-dropout,81.456,73.808,50.010,30.000,0.000,25.000,35.000,80.000
final-layernorm,44.644,309.199,30.000,30.000,0.000,20.016,0.000,40.000
gpt-post-process,3377.378,2416.188,30.000,10.000,626.250,502.025,0.000,0.000
