op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,2640.158,2406.108,0.125,160.000,646.250,200.141,439.859,1124.000
enc-1st-layernorm,115.621,405.264,160.000,320.000,0.000,160.125,0.000,640.000
enc-attention-qkv,6341.946,1138.592,240.000,640.000,37.500,480.000,480.000,560.000
enc-attention-score,786.710,1450.378,480.000,2368.000,0.000,2048.000,2048.000,240.000
enc-attention-softmax,6042.635,8171.356,2368.000,2368.000,0.000,2048.000,2048.000,4096.000
enc-attention-dropout,1625.985,1318.842,2368.000,2368.000,0.000,2560.000,0.000,4096.000
enc-attention-context,769.013,1794.648,2368.000,320.000,0.000,80.000,80.000,2128.000
enc-attention-dense,2030.009,315.779,320.000,400.010,12.500,160.000,0.000,240.000
enc-post-attention-dropout,405.228,203.270,400.010,240.000,0.000,200.000,160.000,454.000
enc-2nd-layernorm,116.295,405.115,240.000,400.000,0.000,160.125,0.000,640.000
enc-MLP-GEMM-1,1426.446,3226.805,400.000,560.020,50.000,320.000,0.000,480.000
enc-MLP-gelu,214.016,393.838,560.020,560.000,0.000,320.000,0.000,774.000
enc-MLP-GEMM-2,2849.048,1314.712,560.000,400.010,50.000,160.000,0.000,480.000
enc-post-MLP-dropout,406.867,204.104,400.010,240.000,0.000,200.000,160.000,454.000
final-layernorm,251.341,387.537,240.000,240.000,0.000,320.125,0.000,320.000
gpt-post-process,24881.625,18742.514,240.000,80.000,626.250,4008.203,0.000,0.000
