op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,450.778,2152.103,0.062,80.000,1272.500,100.000,240.000,1342.000
enc-1st-layernorm,63.771,214.648,80.000,160.000,0.000,80.062,0.000,320.000
enc-attention-qkv,1223.963,1228.869,160.000,320.000,75.000,240.000,272.000,320.000
enc-attention-score,883.830,1443.058,320.000,2208.000,0.000,2048.000,2048.000,240.000
enc-attention-softmax,5987.078,8159.173,2208.000,2208.000,0.000,2048.000,2048.000,4096.000
enc-attention-dropout,1623.112,1315.802,2208.000,2208.000,0.000,2560.000,0.000,4096.000
enc-attention-context,770.187,1783.031,2208.000,160.000,0.000,80.000,80.000,2128.000
enc-attention-dense,334.871,404.531,160.000,160.010,25.000,80.000,0.000,160.000
enc-post-attention-dropout,215.316,107.008,160.010,80.000,0.000,100.000,80.000,294.000
enc-2nd-layernorm,65.625,217.813,80.000,160.000,0.000,80.062,0.000,320.000
enc-MLP-GEMM-1,1409.400,1331.323,160.000,400.039,100.000,320.000,0.000,400.000
enc-MLP-gelu,214.350,393.742,400.039,400.000,0.000,320.000,0.000,776.000
enc-MLP-GEMM-2,1231.712,1635.939,400.000,160.010,100.000,80.000,0.000,400.000
enc-post-MLP-dropout,213.206,106.347,160.010,80.000,0.000,100.000,80.000,294.000
final-layernorm,135.380,389.570,80.000,80.000,0.000,160.062,0.000,160.000
gpt-post-process,24777.544,15876.895,80.000,0.000,1252.500,4008.102,0.000,0.000
