op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,402.659,461.715,0.031,16.000,58.000,20.035,43.965,104.000
enc-1st-layernorm,40.746,106.138,16.000,32.000,0.000,16.031,0.000,64.000
enc-attention-qkv,563.061,164.878,20.000,64.000,3.000,48.000,48.000,48.000
enc-attention-score,90.235,172.317,40.000,160.000,0.000,128.000,128.000,0.000
enc-attention-softmax,390.840,537.848,160.000,160.000,0.000,128.000,128.000,256.000
enc-attention-dropout,107.741,96.446,160.000,160.000,0.000,160.000,0.000,256.000
enc-attention-context,102.460,155.854,160.000,32.000,0.000,4.000,0.000,128.000
enc-attention-dense,292.814,115.806,32.000,44.004,1.000,16.000,0.000,36.000
enc-post-attention-dropout,78.291,75.912,44.004,28.000,0.000,20.000,16.000,64.000
enc-2nd-layernorm,40.644,105.906,28.000,44.000,0.000,16.031,0.000,64.000
enc-MLP-GEMM-1,98.127,329.304,44.000,44.004,4.000,16.000,0.000,32.000
enc-MLP-gelu,36.228,105.810,44.004,44.000,0.000,16.000,0.000,64.000
enc-MLP-GEMM-2,296.706,118.560,44.000,44.004,4.000,16.000,0.000,32.000
enc-post-MLP-dropout,81.545,77.689,44.004,28.000,0.000,20.000,16.000,64.000
final-layernorm,68.015,349.152,28.000,28.000,0.000,32.031,0.000,32.000
gpt-post-process,1184.863,788.951,28.000,12.000,50.000,200.051,0.000,0.000
