op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,7000.953,4298.007,0.125,448.000,756.000,560.141,1231.859,2090.000
enc-1st-layernorm,400.376,1387.352,448.000,896.000,0.000,448.125,0.000,1792.000
enc-attention-qkv,9271.443,11126.518,896.000,1120.000,294.000,672.000,672.000,1120.000
enc-attention-score,1494.324,2694.821,1120.000,4256.000,0.000,3584.000,3584.000,672.000
enc-attention-softmax,10537.827,14271.945,4256.000,4256.000,0.000,3584.000,3584.000,7168.000
enc-attention-dropout,2842.987,2303.827,4256.000,4256.000,0.000,4480.000,0.000,7168.000
enc-attention-context,1449.192,3056.902,4256.000,672.000,0.000,224.000,224.000,3808.000
enc-attention-dense,6786.251,2572.083,672.000,896.027,98.000,448.000,0.000,672.000
enc-post-attention-dropout,1106.703,555.956,896.027,448.000,0.000,560.000,448.000,1030.000
enc-2nd-layernorm,401.580,1390.314,448.000,896.000,0.000,448.125,0.000,1792.000
enc-MLP-GEMM-1,12325.490,12804.776,896.000,1344.055,392.000,896.000,0.000,1344.000
enc-MLP-gelu,571.340,1075.542,1344.055,1344.000,0.000,896.000,0.000,1926.000
enc-MLP-GEMM-2,16069.138,8805.382,1344.000,896.027,392.000,448.000,0.000,1344.000
enc-post-MLP-dropout,1139.086,555.277,896.027,448.000,0.000,560.000,448.000,1030.000
final-layernorm,768.149,1012.623,448.000,448.000,0.000,896.125,0.000,896.000
gpt-post-process,20385.480,21186.382,448.000,0.000,700.000,1600.203,0.000,0.000
