op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1611.286,2038.044,0.016,56.000,199.828,84.035,167.965,532.000
enc-1st-layernorm,190.276,545.418,56.000,112.000,0.000,56.031,0.000,448.000
enc-attention-qkv,1372.099,2116.704,112.000,98.000,73.500,42.000,0.000,168.000
enc-attention-score,329.727,501.490,98.000,294.000,0.000,224.000,224.000,490.000
enc-attention-softmax,312.537,421.005,294.000,294.000,0.000,224.000,0.000,672.000
enc-attention-dropout,515.997,435.871,294.000,294.000,0.000,336.000,0.000,896.000
enc-attention-context,268.394,548.244,294.000,70.000,0.000,14.000,0.000,266.000
enc-attention-dense,1173.496,442.356,70.000,112.014,24.500,56.000,0.000,168.000
enc-post-attention-dropout,390.148,201.547,112.014,56.000,0.000,84.000,56.000,334.000
enc-2nd-layernorm,186.813,532.925,56.000,112.000,0.000,56.031,0.000,448.000
enc-MLP-GEMM-1,1651.645,2190.059,112.000,112.014,98.000,56.000,0.000,224.000
enc-MLP-gelu,106.573,207.889,112.014,112.000,0.000,56.000,0.000,334.000
enc-MLP-GEMM-2,2228.695,1470.673,112.000,112.014,98.000,56.000,0.000,224.000
enc-post-MLP-dropout,392.240,200.862,112.014,56.000,0.000,84.000,56.000,334.000
final-layernorm,323.874,632.221,56.000,56.000,0.000,112.031,0.000,224.000
gpt-post-process,4573.238,4261.458,56.000,0.000,171.828,196.426,101.574,0.000
