op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,2303.076,2634.740,0.062,80.000,166.562,120.141,239.859,654.000
enc-1st-layernorm,164.211,633.347,80.000,160.000,0.000,80.125,0.000,640.000
enc-attention-qkv,809.193,1640.809,160.000,140.000,9.375,60.000,60.000,260.000
enc-attention-score,582.480,974.208,140.000,612.000,0.000,512.000,512.000,1084.000
enc-attention-softmax,694.418,940.460,612.000,612.000,0.000,512.000,0.000,1536.000
enc-attention-dropout,1161.736,982.165,612.000,612.000,0.000,768.000,0.000,2048.000
enc-attention-context,553.644,1033.485,612.000,100.000,0.000,20.000,20.000,572.000
enc-attention-dense,1073.062,229.323,100.000,160.005,3.125,80.000,0.000,260.000
enc-post-attention-dropout,556.713,282.758,160.005,80.000,0.000,120.000,80.000,430.000
enc-2nd-layernorm,162.023,609.499,80.000,160.000,0.000,80.125,0.000,640.000
enc-MLP-GEMM-1,854.504,1696.771,160.000,160.005,12.500,80.000,0.000,320.000
enc-MLP-gelu,151.670,286.746,160.005,160.000,0.000,80.000,0.000,430.000
enc-MLP-GEMM-2,1690.286,777.763,160.000,160.005,12.500,80.000,0.000,320.000
enc-post-MLP-dropout,550.449,282.866,160.005,80.000,0.000,120.000,80.000,430.000
final-layernorm,352.681,648.880,80.000,80.000,0.000,160.125,0.000,320.000
gpt-post-process,25047.994,17060.703,80.000,0.000,156.562,2004.203,1001.797,0.000
