op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,836.086,2207.577,0.008,28.000,371.656,42.018,83.982,484.000
enc-1st-layernorm,102.979,281.775,28.000,56.000,0.000,28.016,0.000,224.000
enc-attention-qkv,1360.625,1782.638,56.000,70.000,147.000,42.000,14.000,154.000
enc-attention-score,329.971,498.557,70.000,266.000,0.000,224.000,224.000,462.000
enc-attention-softmax,313.902,421.023,266.000,266.000,0.000,224.000,0.000,672.000
enc-attention-dropout,517.100,434.160,266.000,266.000,0.000,336.000,0.000,896.000
enc-attention-context,269.085,551.087,266.000,42.000,0.000,14.000,0.000,252.000
enc-attention-dense,847.387,439.173,42.000,56.014,49.000,28.000,0.000,0.000
enc-post-attention-dropout,202.739,110.763,56.014,28.000,0.000,42.000,14.000,222.000
enc-2nd-layernorm,101.137,282.007,28.000,56.000,0.000,28.016,0.000,224.000
enc-MLP-GEMM-1,1651.275,2102.673,56.000,84.027,196.000,56.000,0.000,196.000
enc-MLP-gelu,106.210,204.241,84.027,84.000,0.000,56.000,0.000,336.000
enc-MLP-GEMM-2,2053.267,1611.811,84.000,56.014,196.000,28.000,0.000,140.000
enc-post-MLP-dropout,203.943,109.851,56.014,28.000,0.000,42.000,14.000,222.000
final-layernorm,102.866,430.846,28.000,28.000,0.000,28.016,0.000,112.000
gpt-post-process,4490.829,3861.016,28.000,0.000,343.656,196.400,101.600,0.000
