op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,3122.956,3114.617,0.031,112.000,199.828,168.070,335.930,868.000
enc-1st-layernorm,359.553,1065.511,112.000,224.000,0.000,112.062,0.000,896.000
enc-attention-qkv,2736.574,3695.381,224.000,196.000,73.500,84.000,56.000,364.000
enc-attention-score,648.785,936.782,196.000,588.000,0.000,448.000,448.000,980.000
enc-attention-softmax,610.745,826.573,588.000,588.000,0.000,448.000,0.000,1344.000
enc-attention-dropout,1020.110,859.636,588.000,588.000,0.000,672.000,0.000,1792.000
enc-attention-context,529.480,1050.234,588.000,140.000,0.000,28.000,28.000,532.000
enc-attention-dense,1980.644,846.487,140.000,224.014,24.500,112.000,0.000,364.000
enc-post-attention-dropout,767.630,390.613,224.014,112.000,0.000,168.000,112.000,558.000
enc-2nd-layernorm,338.501,1024.330,112.000,224.000,0.000,112.062,0.000,896.000
enc-MLP-GEMM-1,3279.656,4082.876,224.000,224.014,98.000,112.000,0.000,448.000
enc-MLP-gelu,208.002,380.820,224.014,224.000,0.000,112.000,0.000,558.000
enc-MLP-GEMM-2,4215.705,2929.395,224.000,224.014,98.000,112.000,0.000,448.000
enc-post-MLP-dropout,765.896,390.679,224.014,112.000,0.000,168.000,112.000,558.000
final-layernorm,626.975,911.421,112.000,112.000,0.000,224.062,0.000,448.000
gpt-post-process,8580.786,7570.344,112.000,0.000,171.828,392.852,199.148,0.000
