op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,2303.076,2634.740,0.062,80.000,166.562,120.141,239.859,654.000
enc-1st-layernorm,164.211,633.347,80.000,160.000,0.000,80.125,0.000,640.000
enc-attention-qkv,3724.468,1182.872,100.000,320.000,9.375,240.000,240.000,740.000
enc-attention-score,582.480,974.208,200.000,672.000,0.000,512.000,512.000,1084.000
enc-attention-softmax,694.418,940.460,672.000,672.000,0.000,512.000,0.000,1536.000
enc-attention-dropout,1161.736,982.165,672.000,672.000,0.000,768.000,0.000,2048.000
enc-attention-context,553.644,1033.485,672.000,160.000,0.000,20.000,20.000,572.000
enc-attention-dense,1077.259,226.915,160.000,220.005,3.125,80.000,0.000,260.000
enc-post-attention-dropout,556.713,282.758,220.005,140.000,0.000,120.000,80.000,430.000
enc-2nd-layernorm,162.023,609.499,140.000,220.000,0.000,80.125,0.000,640.000
enc-MLP-GEMM-1,866.079,1716.626,220.000,220.005,12.500,80.000,0.000,320.000
enc-MLP-gelu,151.670,286.746,220.005,220.000,0.000,80.000,0.000,430.000
enc-MLP-GEMM-2,1698.214,780.040,220.000,220.005,12.500,80.000,0.000,320.000
enc-post-MLP-dropout,550.449,282.866,220.005,140.000,0.000,120.000,80.000,430.000
final-layernorm,352.681,648.880,140.000,140.000,0.000,160.125,0.000,320.000
gpt-post-process,25047.994,17060.703,140.000,60.000,156.562,2004.203,1001.797,0.000
