op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1219.648,1699.167,0.031,40.000,166.562,60.070,119.930,406.000
enc-1st-layernorm,93.514,320.363,40.000,80.000,0.000,40.062,0.000,320.000
enc-attention-qkv,419.253,952.488,80.000,70.000,9.375,30.000,30.000,130.000
enc-attention-score,297.850,507.188,70.000,306.000,0.000,256.000,256.000,542.000
enc-attention-softmax,348.675,481.933,306.000,306.000,0.000,256.000,0.000,768.000
enc-attention-dropout,588.530,495.827,306.000,306.000,0.000,384.000,0.000,1024.000
enc-attention-context,289.518,531.173,306.000,50.000,0.000,10.000,10.000,286.000
enc-attention-dense,664.985,138.932,50.000,80.005,3.125,40.000,0.000,130.000
enc-post-attention-dropout,284.463,147.736,80.005,40.000,0.000,60.000,40.000,270.000
enc-2nd-layernorm,89.186,312.442,40.000,80.000,0.000,40.062,0.000,320.000
enc-MLP-GEMM-1,434.107,994.492,80.000,80.005,12.500,40.000,0.000,160.000
enc-MLP-gelu,78.601,227.869,80.005,80.000,0.000,40.000,0.000,270.000
enc-MLP-GEMM-2,992.388,395.125,80.000,80.005,12.500,40.000,0.000,160.000
enc-post-MLP-dropout,282.949,147.074,80.005,40.000,0.000,60.000,40.000,270.000
final-layernorm,190.043,643.897,40.000,40.000,0.000,80.062,0.000,160.000
gpt-post-process,12784.779,8556.771,40.000,0.000,156.562,1002.102,501.898,0.000
