op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,836.086,2207.577,0.008,28.000,371.656,42.018,83.982,484.000
enc-1st-layernorm,102.979,281.775,28.000,56.000,0.000,28.016,0.000,224.000
enc-attention-qkv,2307.314,1438.332,42.000,112.000,147.000,84.000,84.000,196.000
enc-attention-score,329.971,498.557,84.000,280.000,0.000,224.000,224.000,462.000
enc-attention-softmax,313.902,421.023,280.000,280.000,0.000,224.000,0.000,672.000
enc-attention-dropout,517.100,434.160,280.000,280.000,0.000,336.000,0.000,896.000
enc-attention-context,269.085,551.087,280.000,56.000,0.000,14.000,0.000,252.000
enc-attention-dense,841.069,435.495,56.000,70.014,49.000,28.000,0.000,84.000
enc-post-attention-dropout,202.739,110.763,70.014,42.000,0.000,42.000,14.000,222.000
enc-2nd-layernorm,101.137,282.007,42.000,70.000,0.000,28.016,0.000,224.000
enc-MLP-GEMM-1,1629.519,2074.987,70.000,98.027,196.000,56.000,0.000,196.000
enc-MLP-gelu,106.210,204.241,98.027,98.000,0.000,56.000,0.000,336.000
enc-MLP-GEMM-2,2089.429,1606.607,98.000,70.014,196.000,28.000,0.000,140.000
enc-post-MLP-dropout,203.943,109.851,70.014,42.000,0.000,42.000,14.000,222.000
final-layernorm,102.866,430.846,42.000,42.000,0.000,28.016,0.000,112.000
gpt-post-process,4490.829,3861.016,42.000,14.000,343.656,196.400,101.600,0.000
