op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1874.304,3724.271,0.031,112.000,715.312,168.000,336.000,1160.000
enc-1st-layernorm,368.577,1028.037,112.000,224.000,0.000,112.062,0.000,896.000
enc-attention-qkv,11067.569,9622.979,224.000,448.000,294.000,336.000,336.000,896.000
enc-attention-score,2252.740,3525.740,448.000,2016.000,0.000,1792.000,1792.000,3920.000
enc-attention-softmax,2396.041,3254.598,2016.000,2016.000,0.000,1792.000,0.000,5376.000
enc-attention-dropout,4114.079,3411.406,2016.000,2016.000,0.000,2688.000,0.000,7168.000
enc-attention-context,2000.272,3796.792,2016.000,224.000,0.000,112.000,112.000,2128.000
enc-attention-dense,3285.468,2994.722,224.000,224.014,98.000,112.000,0.000,448.000
enc-post-attention-dropout,785.488,400.871,224.014,112.000,0.000,168.000,112.000,558.000
enc-2nd-layernorm,339.305,1068.622,112.000,224.000,0.000,112.062,0.000,896.000
enc-MLP-GEMM-1,13144.392,11702.603,224.000,560.055,392.000,448.000,0.000,1456.000
enc-MLP-gelu,810.683,1430.196,560.055,560.000,0.000,448.000,0.000,1904.000
enc-MLP-GEMM-2,13318.765,11594.200,560.000,224.014,392.000,112.000,0.000,784.000
enc-post-MLP-dropout,790.614,390.321,224.014,112.000,0.000,168.000,112.000,558.000
final-layernorm,640.172,767.183,112.000,112.000,0.000,224.062,0.000,448.000
gpt-post-process,32180.279,28072.846,112.000,0.000,687.312,1572.102,785.898,0.000
