op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,3339.899,3828.740,0.125,160.000,333.125,200.141,439.859,810.000
enc-1st-layernorm,270.754,1136.833,160.000,320.000,0.000,160.125,0.000,640.000
enc-attention-qkv,1426.405,2936.375,320.000,280.000,18.750,120.000,0.000,280.000
enc-attention-score,958.431,2028.334,280.000,1224.000,0.000,1024.000,1024.000,120.000
enc-attention-softmax,5865.335,9517.366,1224.000,1224.000,0.000,1024.000,1024.000,2048.000
enc-attention-dropout,2007.318,1751.614,1224.000,1224.000,0.000,1280.000,0.000,2048.000
enc-attention-context,1095.361,1898.646,1224.000,200.000,0.000,40.000,40.000,1064.000
enc-attention-dense,1883.769,465.089,200.000,320.010,6.250,160.000,0.000,200.000
enc-post-attention-dropout,954.461,523.520,320.010,160.000,0.000,200.000,160.000,430.000
enc-2nd-layernorm,269.824,1080.632,160.000,320.000,0.000,160.125,0.000,640.000
enc-MLP-GEMM-1,1666.671,3137.946,320.000,320.010,25.000,160.000,0.000,320.000
enc-MLP-gelu,273.687,521.135,320.010,320.000,0.000,160.000,0.000,430.000
enc-MLP-GEMM-2,2981.895,1544.571,320.000,320.010,25.000,160.000,0.000,320.000
enc-post-MLP-dropout,930.059,524.098,320.010,160.000,0.000,200.000,160.000,430.000
final-layernorm,534.630,711.811,160.000,160.000,0.000,320.125,0.000,320.000
gpt-post-process,31534.976,23006.171,160.000,0.000,313.125,2004.203,0.000,0.000
