op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,2111.101,4131.198,0.031,112.000,743.312,140.035,307.965,1036.000
enc-1st-layernorm,274.891,947.326,112.000,224.000,0.000,112.031,0.000,448.000
enc-attention-qkv,7746.458,5117.059,168.000,448.000,294.000,336.000,336.000,392.000
enc-attention-score,959.116,1894.796,336.000,1120.000,0.000,896.000,896.000,168.000
enc-attention-softmax,5129.063,8319.122,1120.000,1120.000,0.000,896.000,896.000,1792.000
enc-attention-dropout,1760.203,1533.508,1120.000,1120.000,0.000,1120.000,0.000,1792.000
enc-attention-context,1013.225,1809.657,1120.000,224.000,0.000,56.000,56.000,952.000
enc-attention-dense,2453.208,1753.551,224.000,280.027,98.000,112.000,0.000,112.000
enc-post-attention-dropout,667.959,370.485,280.027,168.000,0.000,140.000,84.000,334.000
enc-2nd-layernorm,275.064,910.455,168.000,280.000,0.000,112.031,0.000,448.000
enc-MLP-GEMM-1,6639.421,6970.268,280.000,392.055,392.000,224.000,0.000,336.000
enc-MLP-gelu,369.853,710.976,392.055,392.000,0.000,224.000,0.000,560.000
enc-MLP-GEMM-2,7653.797,6042.737,392.000,280.027,392.000,112.000,0.000,336.000
enc-post-MLP-dropout,656.116,369.990,280.027,168.000,0.000,140.000,84.000,334.000
final-layernorm,456.679,660.080,168.000,168.000,0.000,224.031,0.000,224.000
gpt-post-process,13088.858,12415.975,168.000,56.000,687.312,392.801,1.199,0.000
