op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1288.337,2493.423,0.016,56.000,399.656,70.018,167.982,456.000
enc-1st-layernorm,141.531,482.774,56.000,112.000,0.000,56.016,0.000,224.000
enc-attention-qkv,1399.314,2086.651,112.000,98.000,147.000,42.000,0.000,98.000
enc-attention-score,252.748,518.334,98.000,294.000,0.000,224.000,224.000,0.000
enc-attention-softmax,1283.485,2097.368,294.000,294.000,0.000,224.000,224.000,448.000
enc-attention-dropout,445.491,390.959,294.000,294.000,0.000,280.000,0.000,448.000
enc-attention-context,284.344,484.848,294.000,70.000,0.000,14.000,0.000,224.000
enc-attention-dense,1097.620,490.481,70.000,112.027,49.000,56.000,0.000,0.000
enc-post-attention-dropout,335.646,191.569,112.027,56.000,0.000,70.000,42.000,222.000
enc-2nd-layernorm,136.966,470.823,56.000,112.000,0.000,56.016,0.000,224.000
enc-MLP-GEMM-1,1722.133,2432.930,112.000,112.027,196.000,56.000,0.000,112.000
enc-MLP-gelu,99.784,199.765,112.027,112.000,0.000,56.000,0.000,222.000
enc-MLP-GEMM-2,2296.865,1632.309,112.000,112.027,196.000,56.000,0.000,112.000
enc-post-MLP-dropout,335.360,190.634,112.027,56.000,0.000,70.000,42.000,222.000
final-layernorm,137.383,431.019,56.000,56.000,0.000,56.016,0.000,112.000
gpt-post-process,3742.820,3779.066,56.000,0.000,343.656,98.213,1.787,0.000
