op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,4798.812,7469.141,0.125,448.000,1430.625,560.000,1232.000,1870.000
enc-1st-layernorm,1072.401,3534.561,448.000,896.000,0.000,448.125,0.000,1792.000
enc-attention-qkv,41291.738,39285.254,896.000,1792.000,588.000,1344.000,1344.000,1792.000
enc-attention-score,11616.492,15148.866,1792.000,8064.000,0.000,7168.000,7168.000,1344.000
enc-attention-softmax,40850.091,66352.469,8064.000,8064.000,0.000,7168.000,7168.000,14336.000
enc-attention-dropout,13613.814,12195.140,8064.000,8064.000,0.000,8960.000,0.000,14336.000
enc-attention-context,7773.036,18037.397,8064.000,896.000,0.000,448.000,448.000,7616.000
enc-attention-dense,13191.164,11905.032,896.000,896.027,196.000,448.000,0.000,896.000
enc-post-attention-dropout,2655.309,1495.731,896.027,448.000,0.000,560.000,448.000,1006.000
enc-2nd-layernorm,1072.460,3683.168,448.000,896.000,0.000,448.125,0.000,1792.000
enc-MLP-GEMM-1,52367.616,48629.874,896.000,2240.109,784.000,1792.000,0.000,2240.000
enc-MLP-gelu,2848.119,5407.310,2240.109,2240.000,0.000,1792.000,0.000,3808.000
enc-MLP-GEMM-2,59384.376,47142.929,2240.000,896.027,784.000,448.000,0.000,1792.000
enc-post-MLP-dropout,2612.889,1447.994,896.027,448.000,0.000,560.000,448.000,1006.000
final-layernorm,1827.121,2524.167,448.000,448.000,0.000,896.125,0.000,896.000
gpt-post-process,100270.462,88442.385,448.000,0.000,1374.625,3142.203,0.000,0.000
