op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1755.905,5394.727,0.125,160.000,1272.500,200.000,440.000,1430.000
enc-1st-layernorm,269.765,1107.681,160.000,320.000,0.000,160.125,0.000,640.000
enc-attention-qkv,6476.671,5409.306,320.000,640.000,75.000,480.000,480.000,640.000
enc-attention-score,3861.761,8026.624,640.000,4416.000,0.000,4096.000,4096.000,480.000
enc-attention-softmax,23414.570,37931.794,4416.000,4416.000,0.000,4096.000,4096.000,8192.000
enc-attention-dropout,7810.253,6968.397,4416.000,4416.000,0.000,5120.000,0.000,8192.000
enc-attention-context,4302.812,7475.799,4416.000,320.000,0.000,160.000,160.000,4256.000
enc-attention-dense,1705.569,1739.019,320.000,320.010,25.000,160.000,0.000,320.000
enc-post-attention-dropout,956.267,540.251,320.010,160.000,0.000,200.000,160.000,430.000
enc-2nd-layernorm,269.783,1136.667,160.000,320.000,0.000,160.125,0.000,640.000
enc-MLP-GEMM-1,6897.318,6012.475,320.000,800.039,100.000,640.000,0.000,800.000
enc-MLP-gelu,1038.957,1954.049,800.039,800.000,0.000,640.000,0.000,1390.000
enc-MLP-GEMM-2,6701.267,6279.558,800.000,320.010,100.000,160.000,0.000,800.000
enc-post-MLP-dropout,958.341,523.520,320.010,160.000,0.000,200.000,160.000,430.000
final-layernorm,541.115,716.555,160.000,160.000,0.000,320.125,0.000,320.000
gpt-post-process,124643.254,87719.321,160.000,0.000,1252.500,8016.203,0.000,0.000
