op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,530.899,1550.227,0.016,20.000,333.125,25.018,74.982,354.000
enc-1st-layernorm,66.394,158.286,20.000,40.000,0.000,20.016,0.000,80.000
enc-attention-qkv,245.786,640.976,40.000,35.000,18.750,15.000,1.000,36.000
enc-attention-score,135.571,289.261,35.000,153.000,0.000,128.000,128.000,20.000
enc-attention-softmax,742.638,1209.134,153.000,153.000,0.000,128.000,128.000,256.000
enc-attention-dropout,254.613,225.800,153.000,153.000,0.000,160.000,0.000,256.000
enc-attention-context,156.611,268.853,153.000,25.000,0.000,5.000,0.000,128.000
enc-attention-dense,470.340,138.384,25.000,40.010,6.250,20.000,0.000,20.000
enc-post-attention-dropout,121.754,96.905,40.010,20.000,0.000,25.000,15.000,80.000
enc-2nd-layernorm,60.892,158.268,20.000,40.000,0.000,20.016,0.000,80.000
enc-MLP-GEMM-1,213.760,631.636,40.000,40.010,25.000,20.000,0.000,40.000
enc-MLP-gelu,44.483,127.137,40.010,40.000,0.000,20.000,0.000,80.000
enc-MLP-GEMM-2,559.312,214.386,40.000,40.010,25.000,20.000,0.000,40.000
enc-post-MLP-dropout,121.832,95.874,40.010,20.000,0.000,25.000,15.000,80.000
final-layernorm,62.186,425.810,20.000,20.000,0.000,20.016,0.000,40.000
gpt-post-process,4400.784,3393.859,20.000,0.000,313.125,250.525,1.475,0.000
