op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1430.404,1691.860,0.125,64.000,57.094,80.141,175.859,128.000
enc-1st-layernorm,111.264,433.409,64.000,128.000,0.000,64.125,0.000,256.000
enc-attention-qkv,321.341,1081.210,128.000,112.000,3.000,48.000,48.000,112.000
enc-attention-score,461.119,916.260,112.000,592.000,0.000,512.000,512.000,48.000
enc-attention-softmax,2943.528,4781.651,592.000,592.000,0.000,512.000,512.000,1024.000
enc-attention-dropout,1010.078,879.747,592.000,592.000,0.000,640.000,0.000,1024.000
enc-attention-context,508.994,900.871,592.000,80.000,0.000,16.000,16.000,528.000
enc-attention-dense,843.501,141.644,80.000,128.004,1.000,64.000,0.000,80.000
enc-post-attention-dropout,389.695,216.770,128.004,64.000,0.000,80.000,64.000,236.000
enc-2nd-layernorm,107.896,419.176,64.000,128.000,0.000,64.125,0.000,256.000
enc-MLP-GEMM-1,284.809,1099.735,128.000,128.004,4.000,64.000,0.000,128.000
enc-MLP-gelu,113.285,236.630,128.004,128.000,0.000,64.000,0.000,236.000
enc-MLP-GEMM-2,1036.805,285.918,128.000,128.004,4.000,64.000,0.000,128.000
enc-post-MLP-dropout,381.219,216.746,128.004,64.000,0.000,80.000,64.000,236.000
final-layernorm,212.854,663.656,64.000,64.000,0.000,128.125,0.000,128.000
gpt-post-process,8575.344,5230.927,64.000,0.000,49.094,786.203,0.000,0.000
