op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,938.320,1916.951,0.031,40.000,333.125,50.035,109.965,462.000
enc-1st-layernorm,75.114,302.279,40.000,80.000,0.000,40.031,0.000,160.000
enc-attention-qkv,397.760,924.176,80.000,70.000,18.750,30.000,0.000,70.000
enc-attention-score,252.593,536.615,70.000,306.000,0.000,256.000,256.000,30.000
enc-attention-softmax,1471.066,2397.132,306.000,306.000,0.000,256.000,256.000,512.000
enc-attention-dropout,507.891,444.287,306.000,306.000,0.000,320.000,0.000,512.000
enc-attention-context,288.868,498.605,306.000,50.000,0.000,10.000,0.000,266.000
enc-attention-dense,632.465,140.810,50.000,80.010,6.250,40.000,0.000,40.000
enc-post-attention-dropout,245.082,142.169,80.010,40.000,0.000,50.000,30.000,160.000
enc-2nd-layernorm,72.640,293.726,40.000,80.000,0.000,40.031,0.000,160.000
enc-MLP-GEMM-1,397.736,968.438,80.000,80.010,25.000,40.000,0.000,80.000
enc-MLP-gelu,71.430,154.489,80.010,80.000,0.000,40.000,0.000,160.000
enc-MLP-GEMM-2,913.513,394.601,80.000,80.010,25.000,40.000,0.000,80.000
enc-post-MLP-dropout,242.966,140.959,80.010,40.000,0.000,50.000,30.000,160.000
final-layernorm,140.429,656.939,40.000,40.000,0.000,80.031,0.000,80.000
gpt-post-process,8297.080,6154.293,40.000,0.000,313.125,502.051,0.000,0.000
