op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,556.147,699.347,0.031,16.000,57.094,20.035,43.965,100.000
enc-1st-layernorm,79.989,138.319,16.000,32.000,0.000,16.031,0.000,64.000
enc-attention-qkv,854.427,208.181,20.000,64.000,3.000,48.000,48.000,48.000
enc-attention-score,127.536,258.672,40.000,160.000,0.000,128.000,128.000,20.000
enc-attention-softmax,745.732,1214.504,160.000,160.000,0.000,128.000,128.000,256.000
enc-attention-dropout,255.638,227.922,160.000,160.000,0.000,160.000,0.000,256.000
enc-attention-context,147.903,252.098,160.000,32.000,0.000,4.000,0.000,128.000
enc-attention-dense,469.172,135.857,32.000,44.004,1.000,16.000,0.000,16.000
enc-post-attention-dropout,99.105,99.957,44.004,28.000,0.000,20.000,12.000,64.000
enc-2nd-layernorm,95.558,137.568,28.000,44.000,0.000,16.031,0.000,64.000
enc-MLP-GEMM-1,128.359,502.521,44.000,44.004,4.000,16.000,0.000,32.000
enc-MLP-gelu,47.868,135.571,44.004,44.000,0.000,16.000,0.000,64.000
enc-MLP-GEMM-2,458.586,133.473,44.000,44.004,4.000,16.000,0.000,32.000
enc-post-MLP-dropout,95.695,99.373,44.004,28.000,0.000,20.000,12.000,64.000
final-layernorm,119.090,660.104,28.000,28.000,0.000,32.031,0.000,32.000
gpt-post-process,2467.483,1739.126,28.000,12.000,49.094,196.426,1.574,0.000
